Skin,h,N,W,L,a/L,ElemIdx,X,Y,t,P,dP,Q
0.05,10,10.0,1350.0,240.0,0.625,29,0.0168680508812078,0.0587083197417575,8.02138888888889,295.97769489982346,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,30,0.0173441527016024,0.0640625766059158,9.0,297.432770746223,1.4550758463995521,100.0
0.05,10,10.0,1350.0,240.0,0.625,31,0.0178558277134153,0.069818859443888,10.098055555555556,296.0742726497727,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,32,0.0184076377199242,0.0759901811918824,11.330277777777775,295.99848516451385,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,33,0.019003652552974,0.08258826736714,12.712777777777776,294.61839650640815,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,34,0.019652668351121,0.0896065714329434,14.264166666666666,295.4936173619542,0.875220855546047,100.0
0.05,10,10.0,1350.0,240.0,0.625,35,0.0203591448040689,0.0970501147192297,16.004444444444445,294.45623483539805,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,36,0.0211232739649714,0.1049525286073314,17.95722222222222,295.04222817747643,0.5859933420783818,100.0
0.05,10,10.0,1350.0,240.0,0.625,37,0.021957794204593,0.1132847329766517,20.148611111111112,296.359593017909,1.3173648404325604,100.0
0.05,10,10.0,1350.0,240.0,0.625,38,0.0228645824009084,0.1220656798656221,22.606944444444444,293.675027737994,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,39,0.0238493979764725,0.1313052040842448,25.36555555555556,294.9331613813265,1.258133643332485,100.0
0.05,10,10.0,1350.0,240.0,0.625,40,0.0249212527271573,0.1409900566591617,28.460555555555555,294.8634695235543,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,41,0.0260809294209833,0.1511597523094357,31.933333333333334,294.79971829118796,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,42,0.0273361539959464,0.1618158317818438,35.82972222222222,293.1166072137178,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,43,0.0286937816519704,0.1729689899688141,40.201388888888886,294.0849929955002,0.9683857817823878,100.0
0.05,10,10.0,1350.0,240.0,0.625,44,0.0301552518598547,0.1846696091038724,45.10694444444445,292.9274094756221,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,45,0.0317307337346853,0.1969147981591276,50.61083333333333,293.27562332509325,0.34821384947116485,100.0
0.05,10,10.0,1350.0,240.0,0.625,46,0.033423691249707,0.2097503518984663,56.78611111111111,292.4694938417006,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,47,0.0352369253628448,0.2232331368789148,63.715,290.6645268221717,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,48,0.0371831325604707,0.2373618555259392,71.48944444444444,292.0469742848859,1.3824474627141967,100.0
0.05,10,10.0,1350.0,240.0,0.625,49,0.0392625605987331,0.2522193567298133,80.2125,292.5371446851964,0.49017040031048964,100.0
0.05,10,10.0,1350.0,240.0,0.625,50,0.0414799464346388,0.2678670554365161,90.0,291.8793584185694,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,51,0.0438496219983835,0.2843096897948883,100.98166666666668,288.6353075224598,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,52,0.0463684983568895,0.3016717456743565,113.30333333333331,289.18177587011087,0.5464683476510572,100.0
0.05,10,10.0,1350.0,240.0,0.625,53,0.0490450712991183,0.3200088317000842,127.12833333333332,288.434215207006,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,54,0.0518898825409699,0.339370797820918,142.64027777777778,290.13224297072196,1.6980277637159702,100.0
0.05,10,10.0,1350.0,240.0,0.625,55,0.0549008013143483,0.359897775548451,160.04527777777778,286.883088670407,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,56,0.058088643282216,0.3816508764191255,179.57361111111112,287.97745226974297,1.0943635993359635,100.0
0.05,10,10.0,1350.0,240.0,0.625,57,0.0614586411686735,0.4047387134667682,201.485,285.39681499595486,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,58,0.065009519684659,0.4293193117721688,226.06972222222225,286.52315862298434,1.1263436270294847,100.0
0.05,10,10.0,1350.0,240.0,0.625,59,0.0687542668350411,0.455467928802052,253.65444444444444,283.4557087177838,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,60,0.0726913713159159,0.4833643817281132,284.605,282.36967604388985,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,61,0.0768205220312549,0.5131922538739498,319.33194444444445,283.29317597835484,0.923499934464985,100.0
0.05,10,10.0,1350.0,240.0,0.625,62,0.0811565340396371,0.545046959046377,358.2963888888889,282.53666949352214,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,63,0.0856903278559029,0.5791962408930766,402.0152777777778,281.67822701657946,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,64,0.0904247511437178,0.6158433631154362,451.0686111111111,280.6174759144298,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,65,0.0953698643971665,0.6551584560679204,506.1072222222222,279.0209330760542,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,66,0.1005149620605863,0.6974720694672878,567.8616666666667,278.2590046758271,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,67,0.1058647976161867,0.7430291539077621,637.1511111111112,277.0755620180073,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,68,0.1114216976243816,0.7921139073503799,714.8952777777778,275.28252786114433,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,69,0.1171759622600948,0.8451211216736123,802.1258333333334,272.05055001242073,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,70,0.1231331455001389,0.9023655706983116,900.0,271.64154903090844,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,71,0.1292877777838661,0.964273084562158,1009.8166666666668,269.68427120873497,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,72,0.1356313366739899,1.0313294352125433,1133.0327777777777,268.16500913892247,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,73,0.1421696087401421,1.103953437367606,1271.283888888889,267.09690268625593,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,74,0.1488900057581221,1.1827472545599766,1426.4038888888888,265.4508619341156,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,75,0.1557855668477054,1.2683241151217133,1600.451388888889,264.5302880609962,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,76,0.1628606813510588,1.3612605224748773,1795.736111111111,263.807111522828,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,77,0.1700981936923705,1.462371651376288,2014.848888888889,261.8310551479693,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,78,0.177494164048208,1.5724375648084534,2260.697777777778,259.8940278597892,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,79,0.1850460962074591,1.6923008689633072,2536.5447222222224,257.85594046078995,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,80,0.1927393243018123,1.8230021237423235,2846.05,255.06948029966122,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,81,0.2005706389298976,1.9655773533330283,3193.3205555555555,253.88582872156107,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,82,0.2085325130663565,2.1212101793298275,3582.9644444444443,251.316104576354,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,83,0.2166130201909657,2.291252338966913,4020.152222222222,250.72464063084834,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,84,0.2248097081931202,2.477093608785115,4510.685,248.37420747170998,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,85,0.2323865302881417,2.661957582708138,5010.685,245.8363498829738,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,86,0.2393129824590569,2.842852378883692,5510.685,244.87985727947677,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,87,0.2456923900753895,3.020280263118904,6010.685,243.37239739499185,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,88,0.2516073765872804,3.194613299924897,6510.685,241.70099872161538,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,89,0.2571200535172598,3.3661966650476245,7010.685,241.17489275737253,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,90,0.2622820309123639,3.5352977041656914,7510.685,240.33248747192158,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,91,0.2671343497634273,3.70215757601354,8010.685,238.26743897978375,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,92,0.2717155437117671,3.866918460014289,8510.685,238.47562124853982,0.20818226875607593,100.0
0.05,10,10.0,1350.0,240.0,0.625,93,0.2760517957290776,4.029788119927102,9010.685,237.39278919207987,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,94,0.2801684143542817,4.190902977701648,9510.685,235.90459854431398,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,95,0.2840868520728349,4.350384496922009,10010.685,234.93952394067134,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,96,0.2878254623877293,4.508341344556755,10510.685,233.68052197976,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,97,0.2914000810591226,4.664871135999081,11010.685,233.8528647310611,0.17234275130110177,100.0
0.05,10,10.0,1350.0,240.0,0.625,98,0.2948244751829538,4.8200619074802855,11510.685,232.940478119148,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,99,0.2981106976870773,4.97399331452515,12010.685,231.70930994888226,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,100,0.3012693683493708,5.126737646140468,12510.685,232.06014930482115,0.3508393559388878,100.0
0.05,10,10.0,1350.0,240.0,0.625,101,0.3043102338970673,5.278354877643459,13010.685,229.98799492067877,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,102,0.3072429269125902,5.428882673493321,13510.685,229.53928237448469,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,103,0.3100734502344007,5.578401492366673,14010.685,230.16222558645075,0.6229432119660601,100.0
0.05,10,10.0,1350.0,240.0,0.625,104,0.3128085191801559,5.726962287625057,14510.685,228.19703140529555,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,105,0.315455045542658,5.874596123407772,15010.685,228.28659556076772,0.08956415547217489,100.0
0.05,10,10.0,1350.0,240.0,0.625,106,0.3180192983654277,6.021330757467705,15510.685,226.53515346061258,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,107,0.3205046359507457,6.167236152183272,16010.685,226.28068369366542,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,108,0.3229167442788362,6.312327276158219,16510.685,225.52377416389595,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,109,0.3252602176262884,6.456629043746604,17010.685,225.79868554110377,0.27491137720781467,100.0
0.05,10,10.0,1350.0,240.0,0.625,110,0.3275372487761351,6.600204926434237,17510.685,225.80846477021032,0.009779229106555931,100.0
0.05,10,10.0,1350.0,240.0,0.625,111,0.3297538807076411,6.743033177511189,18010.685,225.2762308992155,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,112,0.3319110858880782,6.8851865763140605,18510.685,223.54940074661155,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,113,0.3340132460948183,7.026661893169028,19010.685,224.25399779054672,0.7045970439351663,100.0
0.05,10,10.0,1350.0,240.0,0.625,114,0.3360625677941066,7.167494312206814,19510.685,222.85933254263938,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,115,0.3380617152051353,7.307703969887679,20010.685,222.31103835962736,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,116,0.3400133519654717,7.447305579901097,20510.685,223.68898043253463,1.377942072907274,100.0
0.05,10,10.0,1350.0,240.0,0.625,117,0.3419192961357516,7.586327410329028,21010.685,221.01795222210276,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,118,0.3437820309721558,7.724778738281057,21510.685,222.2983074267524,1.2803552046496236,100.0
0.05,10,10.0,1350.0,240.0,0.625,119,0.3456032348015478,7.862682535592828,22010.685,220.95217192678123,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,120,0.3473846902744307,8.000055821069104,22510.685,220.30422481847,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,121,0.3491285088413228,8.136904425450734,23010.685,220.11556509586796,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,122,0.3508353455978821,8.273264766858844,23510.685,218.1910123020435,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,123,0.3525082115742478,8.409115026079537,24010.685,218.29428934964784,0.10327704760433676,100.0
0.05,10,10.0,1350.0,240.0,0.625,124,0.3541465981933409,8.544513795315794,24510.685,218.06250426891938,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,125,0.355753857789912,8.679424892455648,25010.685,218.47544572246554,0.4129414535461535,100.0
0.05,10,10.0,1350.0,240.0,0.625,126,0.3573296090504852,8.813899559903657,25510.685,217.58044952816016,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,127,0.358875629450397,8.947934647805862,26010.685,217.73996535134523,0.15951582318507462,100.0
0.05,10,10.0,1350.0,240.0,0.625,128,0.3603934548459992,9.081530283263984,26510.685,217.24072457909267,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,129,0.3618829193355073,9.214727446266105,27010.685,216.09930049226028,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,130,0.3633466713597858,9.347494092864377,27510.685,215.5772465159446,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,131,0.3647843971299375,9.47987163504548,28010.685,216.96979475384265,1.3925482378980405,100.0
0.05,10,10.0,1350.0,240.0,0.625,132,0.3661968942149203,9.611871946284722,28510.685,216.9189310776221,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,133,0.3675864358872616,9.743466297219898,29010.685,215.1976322775632,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,134,0.3689522322186761,9.874704978841494,29510.685,215.01326678667772,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,135,0.370295539276468,10.005583234260754,30010.685,215.51472494740764,0.5014581607299249,100.0
0.05,10,10.0,1350.0,240.0,0.625,136,0.3716178816649259,10.136087148691734,30510.685,215.16350830405793,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,137,0.3729187290655827,10.266257313550856,31010.685,214.42240611140522,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,138,0.3741992176844466,10.396088075127611,31510.685,213.8666126066969,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,139,0.375460681034852,10.52556664218656,32010.685,213.67671545606387,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,140,0.3767025925026874,10.654731065558517,32510.685,212.7892456454147,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,141,0.3779257657079736,10.7835812735394,33010.685,213.91722276838243,1.1279771229677351,100.0
0.05,10,10.0,1350.0,240.0,0.625,142,0.3791318205018424,10.912092789948682,33510.685,213.26226942816606,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,143,0.380320012814351,11.040307789560424,34010.685,212.03783834149232,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,144,0.3814908640433259,11.168231789104794,34510.685,212.1692134745961,0.13137513310377358,100.0
0.05,10,10.0,1350.0,240.0,0.625,145,0.3826460676463091,11.295834860424309,35010.685,212.79942647053542,0.6302129959393312,100.0
0.05,10,10.0,1350.0,240.0,0.625,146,0.3837850973952262,11.423151172205252,35510.685,213.4927357017427,0.6933092312072802,100.0
0.05,10,10.0,1350.0,240.0,0.625,147,0.384908200895496,11.550191889660349,36010.685,212.9660277997437,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,148,0.386016340639275,11.67694602732066,36510.685,210.92648695741917,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,149,0.3871102118517312,11.803409547151,37010.685,210.79162108275182,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,150,0.3881894039961209,11.929611467391764,37510.685,210.9652932309442,0.17367214819239507,100.0
0.05,10,10.0,1350.0,240.0,0.625,151,0.3892543058291677,12.05555620122878,38010.685,210.38647385682515,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,152,0.3903062528826065,12.181218006224336,38510.685,210.72552868990155,0.3390548330764034,100.0
0.05,10,10.0,1350.0,240.0,0.625,153,0.3913449298322938,12.306621559352203,39010.685,211.45811648176965,0.7325877918680987,100.0
0.05,10,10.0,1350.0,240.0,0.625,154,0.3923703784696605,12.431780311000685,39510.685,210.5651944709994,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,155,0.3933829315063273,12.556698181657865,40010.685,209.5589191856526,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,156,0.3943840515876188,12.681342249184093,40510.685,209.88563456466912,0.3267153790165196,100.0
0.05,10,10.0,1350.0,240.0,0.625,157,0.3953729530793815,12.8057508522786,41010.685,209.93294321535748,0.04730865068836465,100.0
0.05,10,10.0,1350.0,240.0,0.625,158,0.3963498706954336,12.929929602182076,41510.685,208.43156440027482,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,159,0.3973150914116821,13.053882002215728,42010.685,208.59606654612696,0.16450214585213985,100.0
0.05,10,10.0,1350.0,240.0,0.625,160,0.3982699824171951,13.177575382901347,42510.685,207.93750279590088,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,161,0.3992137714511424,13.301046934852469,43010.685,207.36773665450042,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,162,0.4001466520798293,13.42430201090671,43510.685,207.89407278924392,0.5263361347435023,100.0
0.05,10,10.0,1350.0,240.0,0.625,163,0.4010688735855832,13.547343758341151,44010.685,207.30282171255175,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,164,0.4019814999483045,13.670147250564964,44510.685,208.3327010537176,1.0298793411658664,100.0
0.05,10,10.0,1350.0,240.0,0.625,165,0.402884218353432,13.792733589984485,45010.685,206.6149986728277,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,166,0.4037769641204165,13.915115486241913,45510.685,206.38384869994863,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,167,0.4046599551860977,14.037295780525582,46010.685,206.60452708089556,0.2206783809469357,100.0
0.05,10,10.0,1350.0,240.0,0.625,168,0.4055337533109134,14.159264992526785,46510.685,205.98009180191397,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,169,0.4063989278389006,14.281012753817109,47010.685,206.10119837610588,0.12110657419191284,100.0
0.05,10,10.0,1350.0,240.0,0.625,170,0.4072549489791155,14.402566945767076,47510.685,205.73535078955322,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,171,0.4081020083879637,14.5239301446751,48010.685,204.75443819291203,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,172,0.4089402917647236,14.64510486590979,48510.685,205.42311020624373,0.668672013331701,100.0
0.05,10,10.0,1350.0,240.0,0.625,173,0.4097762871831151,14.765866257038926,49010.685,206.6135158367855,1.1904056305417612,100.0
0.05,10,10.0,1350.0,240.0,0.625,174,0.4106065933666077,14.886342171948831,49510.685,206.75117574275998,0.13765990597448763,100.0
0.05,10,10.0,1350.0,240.0,0.625,175,0.4110098241332031,14.9452264054702,49755.3425,205.90954689847297,1e-12,100.0
0.05,10,10.0,1350.0,240.0,0.625,176,0.4114110769845376,15.0040673465018,50000.0,204.40823874689434,1e-12,100.0
